customer_id,recency,frequency,monetary,segment
CS4456,2014-12-16,22,1701,VIP
CS4457,2014-12-17,16,1204,Gold
CS4458,2014-12-31,27,2025,VIP
CS4459,2015-03-01,14,960,Silver
CS4460,2015-01-26,19,1349,Gold
CS4461,2015-02-15,20,1346,Gold
CS4462,2014-08-12,21,1559,VIP
CS4463,2015-01-11,17,1271,Gold
CS4464,2014-11-22,13,1019,Gold
CS4465,2015-03-14,19,1150,Gold
CS4466,2014-12-21,20,1507,VIP
CS4467,2015-03-02,22,1480,VIP
CS4468,2015-02-19,18,1282,Gold
CS4469,2014-11-24,15,1039,Gold
CS4470,2014-12-28,24,1688,VIP
CS4471,2014-12-20,20,1429,VIP
CS4472,2015-03-14,16,1179,Gold
CS4473,2014-12-20,23,1533,VIP
CS4474,2014-10-17,25,1598,VIP
CS4475,2015-02-04,23,1775,VIP
CS4476,2015-03-09,19,1223,Gold
CS4477,2015-03-16,17,1253,Gold
CS4478,2015-03-16,19,1307,Gold
CS4479,2015-02-11,20,1525,VIP
CS4480,2015-03-05,17,1294,Gold
CS4481,2015-03-16,14,920,Silver
CS4482,2015-02-10,16,1148,Gold
CS4483,2015-01-28,27,2057,VIP
CS4484,2014-12-19,21,1575,VIP
CS4485,2015-01-10,15,1043,Gold
CS4486,2014-12-04,18,1341,Gold
CS4487,2015-03-15,18,1339,Gold
CS4488,2015-03-09,21,1452,VIP
CS4489,2014-09-17,18,1292,Gold
CS4490,2015-03-04,23,1503,VIP
CS4491,2015-03-07,12,942,Silver
CS4492,2014-10-04,14,1141,Gold
CS4493,2014-12-10,18,1334,Gold
CS4494,2015-01-04,14,992,Silver
CS4495,2015-03-09,29,1944,VIP
CS4496,2015-02-21,22,1506,VIP
CS4497,2015-03-05,21,1670,VIP
CS4498,2015-02-17,18,1223,Gold
CS4499,2015-03-12,9,606,Silver
CS4500,2014-10-12,20,1429,VIP
CS4501,2014-11-19,18,1241,Gold
CS4502,2014-11-22,14,980,Silver
CS4503,2015-01-15,23,1605,VIP
CS4504,2014-12-25,24,1766,VIP
CS4505,2014-07-16,11,739,Silver
CS4506,2015-03-10,21,1421,VIP
CS4507,2014-12-03,18,1218,Gold
CS4508,2014-12-20,17,1173,Gold
CS4509,2014-12-09,18,1198,Gold
CS4510,2014-11-21,26,1617,VIP
CS4511,2014-09-07,21,1535,VIP
CS4512,2015-02-11,23,1575,VIP
CS4513,2015-03-05,17,1308,Gold
CS4514,2015-03-07,17,1045,Gold
CS4515,2015-03-16,21,1548,VIP
CS4516,2015-03-07,23,1767,VIP
CS4517,2014-12-20,28,2000,VIP
CS4518,2015-02-02,17,1268,Gold
CS4519,2015-01-23,11,809,Silver
CS4520,2015-02-22,21,1412,VIP
CS4521,2014-12-10,22,1637,VIP
CS4522,2015-03-06,24,1699,VIP
CS4523,2014-08-06,15,893,Silver
CS4524,2015-03-11,23,1523,VIP
CS4525,2014-10-29,23,1575,VIP
CS4526,2014-11-27,22,1346,Gold
CS4527,2014-11-21,18,1329,Gold
CS4528,2015-02-09,14,1100,Gold
CS4529,2014-05-16,11,756,Silver
CS4530,2014-12-03,19,1477,VIP
CS4531,2015-03-12,22,1532,VIP
CS4532,2015-01-21,15,1209,Gold
CS4533,2015-03-05,25,1457,VIP
CS4534,2015-03-02,16,1063,Gold
CS4535,2015-01-04,16,1095,Gold
CS4536,2015-01-25,20,1365,Gold
CS4537,2014-12-27,17,1175,Gold
CS4538,2015-02-18,22,1591,VIP
CS4539,2014-12-25,19,1341,Gold
CS4540,2015-03-16,32,2361,VIP
CS4541,2015-02-20,25,1582,VIP
CS4542,2015-03-06,12,824,Silver
CS4543,2015-02-13,24,1583,VIP
CS4544,2015-02-22,16,1178,Gold
CS4545,2014-11-08,11,669,Silver
CS4546,2015-02-02,12,694,Silver
CS4547,2014-08-04,20,1308,Gold
CS4548,2015-03-04,15,995,Silver
CS4549,2015-01-16,18,1293,Gold
CS4550,2014-10-27,24,1832,VIP
CS4551,2015-03-01,14,1007,Gold
CS4552,2014-12-15,19,1376,Gold
CS4553,2015-03-10,28,2081,VIP
CS4554,2015-03-03,20,1312,Gold
CS4555,2015-03-02,33,2331,VIP
CS4556,2015-02-10,16,924,Silver
CS4557,2014-11-04,15,1071,Gold
CS4558,2015-01-23,25,1786,VIP
CS4559,2015-02-26,13,777,Silver
CS4560,2015-01-13,28,1972,VIP
CS4561,2015-01-29,27,1892,VIP
CS4562,2015-01-08,14,965,Silver
CS4563,2015-01-22,25,1674,VIP
CS4564,2014-05-13,22,1466,VIP
CS4565,2015-01-10,23,1608,VIP
CS4566,2014-10-25,15,1020,Gold
CS4567,2014-12-13,9,574,Silver
CS4568,2015-01-25,18,1138,Gold
CS4569,2014-12-12,19,1205,Gold
CS4570,2014-11-24,25,1736,VIP
CS4571,2015-01-08,21,1416,VIP
CS4572,2014-12-13,26,1567,VIP
CS4573,2014-11-29,19,1367,Gold
CS4574,2014-03-09,14,1053,Gold
CS4575,2015-01-11,22,1451,VIP
CS4576,2015-02-24,15,1085,Gold
CS4577,2015-02-02,16,1335,Gold
CS4578,2015-01-16,18,1191,Gold
CS4579,2015-01-13,23,1744,VIP
CS4580,2014-07-27,16,1251,Gold
CS4581,2015-01-18,14,1153,Gold
CS4582,2015-03-05,21,1516,VIP
CS4583,2014-12-20,28,1988,VIP
CS4584,2014-10-30,18,1151,Gold
CS4585,2015-03-16,15,1115,Gold
CS4586,2015-03-16,20,1505,VIP
CS4587,2014-12-29,22,1657,VIP
CS4588,2015-01-01,22,1508,VIP
CS4589,2015-02-28,18,1146,Gold
CS4590,2015-01-31,24,1625,VIP
CS4591,2015-03-16,15,1084,Gold
CS4592,2014-11-26,17,1157,Gold
CS4593,2015-02-17,24,1760,VIP
CS4594,2014-12-14,23,1685,VIP
CS4595,2014-11-30,19,1376,Gold
CS4596,2015-02-14,19,1383,Gold
CS4597,2015-03-14,24,1520,VIP
CS4598,2014-12-05,20,1118,Gold
CS4599,2015-02-10,24,1638,VIP
CS4600,2014-12-03,19,1181,Gold
CS4601,2015-03-14,13,919,Silver
CS4602,2015-02-19,24,1728,VIP
CS4603,2015-01-11,30,2111,VIP
CS4604,2015-03-07,29,2008,VIP
CS4605,2015-01-13,17,1176,Gold
CS4606,2014-08-22,20,1463,VIP
CS4607,2015-03-02,18,1186,Gold
CS4608,2015-03-16,32,2449,VIP
CS4609,2015-01-11,28,2043,VIP
CS4610,2014-10-23,20,1333,Gold
CS4611,2014-12-25,23,1558,VIP
CS4612,2014-11-14,18,1302,Gold
CS4613,2015-02-20,21,1629,VIP
CS4614,2015-03-12,17,1309,Gold
CS4615,2014-11-07,24,1597,VIP
CS4616,2015-02-23,19,1306,Gold
CS4617,2015-02-28,28,1956,VIP
CS4618,2015-02-15,20,1315,Gold
CS4619,2015-02-19,15,1047,Gold
CS4620,2014-06-28,15,1135,Gold
CS4621,2015-02-22,17,1251,Gold
CS4622,2014-11-20,19,1315,Gold
CS4623,2015-02-12,23,1717,VIP
CS4624,2014-07-18,24,1737,VIP
CS4625,2014-10-04,28,1925,VIP
CS4626,2014-08-28,20,1383,Gold
CS4627,2015-02-10,23,1560,VIP
CS4628,2015-03-13,18,1238,Gold
CS4629,2014-12-26,19,1225,Gold
CS4630,2014-07-26,10,704,Silver
CS4631,2015-02-27,30,2157,VIP
CS4632,2015-02-03,17,1315,Gold
CS4633,2015-02-10,21,1457,VIP
CS4634,2015-01-07,11,693,Silver
CS4635,2015-03-15,20,1449,VIP
CS4636,2014-12-13,16,1101,Gold
CS4637,2015-03-12,19,1467,VIP
CS4638,2015-02-13,24,1609,VIP
CS4639,2015-01-19,25,1495,VIP
CS4640,2015-02-26,29,2138,VIP
CS4641,2014-05-19,19,1263,Gold
CS4642,2015-03-04,22,1546,VIP
CS4643,2015-01-23,19,1377,Gold
CS4644,2014-11-10,14,942,Silver
CS4645,2014-12-14,19,1293,Gold
CS4646,2014-11-09,26,1772,VIP
CS4647,2015-02-08,27,1955,VIP
CS4648,2015-02-04,16,1157,Gold
CS4649,2015-03-09,19,1286,Gold
CS4650,2015-01-04,22,1599,VIP
CS4651,2015-01-29,18,1258,Gold
CS4652,2014-12-08,22,1561,VIP
CS4653,2015-01-05,17,1103,Gold
CS4654,2014-09-26,27,1832,VIP
CS4655,2014-09-24,17,1245,Gold
CS4656,2015-02-13,18,1285,Gold
CS4657,2015-03-16,17,1257,Gold
CS4658,2015-03-09,23,1626,VIP
CS4659,2015-01-30,21,1422,VIP
CS4660,2015-03-06,33,2527,VIP
CS4661,2015-03-16,26,1769,VIP
CS4662,2014-12-19,24,1788,VIP
CS4663,2014-10-22,14,939,Silver
CS4664,2015-02-07,17,1268,Gold
CS4665,2014-11-19,18,1335,Gold
CS4666,2014-10-05,22,1375,Gold
CS4667,2015-02-25,13,894,Silver
CS4668,2014-12-26,23,1698,VIP
CS4669,2014-12-04,21,1432,VIP
CS4670,2015-01-25,30,2214,VIP
CS4671,2015-01-24,21,1368,Gold
CS4672,2015-01-20,16,1153,Gold
CS4673,2015-02-13,20,1393,Gold
CS4674,2014-12-19,18,1468,VIP
CS4675,2014-03-26,21,1521,VIP
CS4676,2015-03-04,21,1526,VIP
CS4677,2015-02-02,19,1276,Gold
CS4678,2014-10-18,24,1581,VIP
CS4679,2015-02-28,21,1607,VIP
CS4680,2014-12-13,12,740,Silver
CS4681,2015-03-07,22,1532,VIP
CS4682,2015-03-04,21,1329,Gold
CS4683,2014-11-03,15,1085,Gold
CS4684,2014-11-06,17,1073,Gold
CS4685,2014-08-03,24,1686,VIP
CS4686,2015-01-12,23,1740,VIP
CS4687,2014-12-27,24,1724,VIP
CS4688,2014-12-15,20,1417,VIP
CS4689,2014-10-11,13,852,Silver
CS4690,2014-11-27,15,905,Silver
CS4691,2015-03-12,22,1526,VIP
CS4692,2015-03-04,18,1228,Gold
CS4693,2015-02-15,17,1139,Gold
CS4694,2014-11-24,13,953,Silver
CS4695,2014-10-01,17,1237,Gold
CS4696,2015-02-24,15,908,Silver
CS4697,2015-02-21,25,1648,VIP
CS4698,2014-09-30,17,1124,Gold
CS4699,2015-02-17,19,1306,Gold
CS4700,2015-03-14,18,1175,Gold
CS4701,2015-01-30,23,1632,VIP
CS4702,2014-12-17,25,1715,VIP
CS4703,2014-05-24,20,1385,Gold
CS4704,2015-02-22,20,1380,Gold
CS4705,2014-12-13,13,985,Silver
CS4706,2014-09-28,10,827,Silver
CS4707,2014-11-23,22,1542,VIP
CS4708,2015-02-28,21,1427,VIP
CS4709,2014-10-29,17,1172,Gold
CS4710,2014-12-14,21,1502,VIP
CS4711,2015-03-09,23,1538,VIP
CS4712,2015-01-20,14,1043,Gold
CS4713,2015-02-16,24,1762,VIP
CS4714,2014-09-28,16,1077,Gold
CS4715,2015-02-23,19,1296,Gold
CS4716,2015-01-30,13,970,Silver
CS4717,2015-01-23,22,1613,VIP
CS4718,2014-11-01,19,1354,Gold
CS4719,2014-09-17,16,1273,Gold
CS4720,2014-07-31,20,1187,Gold
CS4721,2015-03-01,24,1606,VIP
CS4722,2015-02-23,18,1250,Gold
CS4723,2015-03-11,24,1707,VIP
CS4724,2014-12-16,17,1044,Gold
CS4725,2014-12-30,20,1348,Gold
CS4726,2015-01-26,14,932,Silver
CS4727,2015-03-05,22,1500,VIP
CS4728,2014-12-12,14,1092,Gold
CS4729,2015-03-03,16,1077,Gold
CS4730,2015-02-13,21,1628,VIP
CS4731,2015-03-11,17,1067,Gold
CS4732,2014-06-11,16,1197,Gold
CS4733,2014-10-23,23,1682,VIP
CS4734,2015-03-06,19,1223,Gold
CS4735,2015-02-16,18,1311,Gold
CS4736,2015-02-27,14,986,Silver
CS4737,2015-03-10,24,1668,VIP
CS4738,2015-01-11,18,1258,Gold
CS4739,2015-01-13,25,1818,VIP
CS4740,2015-01-28,18,1141,Gold
CS4741,2015-02-27,22,1629,VIP
CS4742,2014-10-18,15,975,Silver
CS4743,2015-02-24,16,1099,Gold
CS4744,2014-12-15,19,1349,Gold
CS4745,2015-02-09,22,1380,Gold
CS4746,2015-03-12,31,2337,VIP
CS4747,2015-03-08,11,718,Silver
CS4748,2015-01-12,20,1525,VIP
CS4749,2015-02-22,27,1959,VIP
CS4750,2014-08-30,18,1266,Gold
CS4751,2015-03-13,15,1232,Gold
CS4752,2015-03-03,19,1162,Gold
CS4753,2014-11-09,19,1209,Gold
CS4754,2014-09-27,20,1423,VIP
CS4755,2015-03-04,20,1598,VIP
CS4756,2015-02-27,17,1196,Gold
CS4757,2015-03-08,17,1188,Gold
CS4758,2015-01-28,22,1388,Gold
CS4759,2015-01-17,16,1138,Gold
CS4760,2015-01-31,22,1707,VIP
CS4761,2014-11-19,20,1365,Gold
CS4762,2015-01-09,20,1313,Gold
CS4763,2015-02-26,21,1382,Gold
CS4764,2015-03-15,18,1396,Gold
CS4765,2014-11-09,20,1299,Gold
CS4766,2015-03-15,22,1605,VIP
CS4767,2014-09-25,14,1046,Gold
CS4768,2015-03-15,26,1721,VIP
CS4769,2014-12-11,19,1271,Gold
CS4770,2014-10-18,18,1134,Gold
CS4771,2015-03-04,14,874,Silver
CS4772,2015-02-22,19,1146,Gold
CS4773,2014-09-22,27,2074,VIP
CS4774,2014-07-26,18,1208,Gold
CS4775,2015-02-15,20,1294,Gold
CS4776,2015-03-09,22,1613,VIP
CS4777,2015-01-20,25,1767,VIP
CS4778,2014-11-28,18,1269,Gold
CS4779,2015-03-08,23,1595,VIP
CS4780,2015-01-01,17,1107,Gold
CS4781,2015-02-27,15,1046,Gold
CS4782,2015-03-14,17,1276,Gold
CS4783,2015-03-14,19,1308,Gold
CS4784,2014-09-19,23,1578,VIP
CS4785,2015-02-19,16,1219,Gold
CS4786,2014-11-01,17,1248,Gold
CS4787,2015-02-19,20,1351,Gold
CS4788,2015-01-21,19,1470,VIP
CS4789,2014-12-27,22,1551,VIP
CS4790,2015-01-21,19,1453,VIP
CS4791,2015-02-12,16,1177,Gold
CS4792,2015-02-19,20,1368,Gold
CS4793,2015-02-08,27,1862,VIP
CS4794,2015-02-15,23,1685,VIP
CS4795,2015-02-24,25,1831,VIP
CS4796,2014-10-14,18,1347,Gold
CS4797,2015-02-19,21,1577,VIP
CS4798,2015-02-21,27,2151,VIP
CS4799,2014-08-31,18,1240,Gold
CS4800,2015-01-07,23,1520,VIP
CS4801,2015-01-26,18,1254,Gold
CS4802,2015-03-09,20,1451,VIP
CS4803,2015-01-25,18,1305,Gold
CS4804,2015-02-02,25,1643,VIP
CS4805,2014-11-15,17,1354,Gold
CS4806,2014-12-13,18,1108,Gold
CS4807,2015-01-22,20,1249,Gold
CS4808,2015-01-09,24,1570,VIP
CS4809,2014-06-29,19,1294,Gold
CS4810,2015-01-07,21,1448,VIP
CS4811,2014-07-27,20,1399,Gold
CS4812,2015-02-08,15,1063,Gold
CS4813,2015-01-03,20,1437,VIP
CS4814,2014-09-28,19,1435,VIP
CS4815,2015-02-15,25,1804,VIP
CS4816,2015-01-03,18,1311,Gold
CS4817,2015-03-06,21,1389,Gold
CS4818,2015-03-06,13,942,Silver
CS4819,2014-11-29,20,1457,VIP
CS4820,2015-03-10,20,1408,VIP
CS4821,2015-02-28,16,1161,Gold
CS4822,2015-02-08,17,1118,Gold
CS4823,2014-08-02,22,1555,VIP
CS4824,2014-10-14,19,1353,Gold
CS4825,2015-02-28,19,1407,VIP
CS4826,2014-12-21,21,1497,VIP
CS4827,2015-02-23,19,1242,Gold
CS4828,2014-07-31,18,1339,Gold
CS4829,2015-01-11,27,1870,VIP
CS4830,2015-02-26,18,1253,Gold
CS4831,2015-02-24,15,1010,Gold
CS4832,2014-12-30,23,1482,VIP
CS4833,2014-09-21,19,1262,Gold
CS4834,2014-03-05,14,1091,Gold
CS4835,2015-02-12,15,955,Silver
CS4836,2015-01-20,23,1761,VIP
CS4837,2015-03-02,20,1437,VIP
CS4838,2015-03-08,17,1143,Gold
CS4839,2015-02-04,24,1775,VIP
CS4840,2015-02-27,14,999,Silver
CS4841,2015-03-15,26,1960,VIP
CS4842,2015-01-28,20,1319,Gold
CS4843,2014-11-28,15,896,Silver
CS4844,2014-10-18,26,1669,VIP
CS4845,2015-03-14,23,1532,VIP
CS4846,2015-02-04,27,1855,VIP
CS4847,2015-03-05,21,1340,Gold
CS4848,2015-03-15,18,1287,Gold
CS4849,2015-03-09,25,1850,VIP
CS4850,2015-02-26,17,1237,Gold
CS4851,2015-01-10,18,1162,Gold
CS4852,2015-01-11,23,1559,VIP
CS4853,2014-12-26,19,1294,Gold
CS4854,2015-03-13,18,1167,Gold
CS4855,2015-03-12,24,1660,VIP
CS4856,2015-02-15,16,1172,Gold
CS4857,2015-03-13,19,1381,Gold
CS4858,2015-01-16,28,2247,VIP
CS4859,2015-02-10,18,1332,Gold
CS4860,2014-06-26,23,1629,VIP
CS4861,2014-12-26,15,1132,Gold
CS4862,2014-10-17,26,1853,VIP
CS4863,2015-02-04,21,1484,VIP
CS4864,2015-01-19,18,1307,Gold
CS4865,2015-03-15,26,1941,VIP
CS4866,2015-02-18,19,1487,VIP
CS4867,2015-02-14,30,2106,VIP
CS4868,2015-03-05,27,1899,VIP
CS4869,2014-12-27,18,1234,Gold
CS4870,2015-03-14,19,1242,Gold
CS4871,2015-03-06,26,2006,VIP
CS4872,2015-03-14,22,1475,VIP
CS4873,2014-05-09,14,1130,Gold
CS4874,2014-12-05,21,1532,VIP
CS4875,2015-01-28,20,1605,VIP
CS4876,2014-09-29,23,1492,VIP
CS4877,2015-03-08,16,1176,Gold
CS4878,2014-12-29,22,1380,Gold
CS4879,2015-02-22,18,1195,Gold
CS4880,2015-01-10,20,1423,VIP
CS4881,2015-03-10,17,1109,Gold
CS4882,2014-12-02,16,1136,Gold
CS4883,2014-12-02,15,1012,Gold
CS4884,2015-02-10,19,1152,Gold
CS4885,2014-09-15,21,1520,VIP
CS4886,2015-03-07,20,1411,VIP
CS4887,2015-02-08,23,1516,VIP
CS4888,2014-12-21,21,1618,VIP
CS4889,2015-03-11,23,1436,VIP
CS4890,2014-11-07,17,1257,Gold
CS4891,2015-02-04,19,1439,VIP
CS4892,2014-11-05,22,1404,VIP
CS4893,2015-01-11,20,1286,Gold
CS4894,2014-12-23,12,824,Silver
CS4895,2015-01-28,19,1197,Gold
CS4896,2014-10-03,20,1423,VIP
CS4897,2015-02-05,30,1999,VIP
CS4898,2015-02-14,13,866,Silver
CS4899,2015-03-01,19,1372,Gold
CS4900,2015-02-28,17,1068,Gold
CS4901,2015-01-03,23,1491,VIP
CS4902,2015-02-17,18,1383,Gold
CS4903,2015-03-14,26,1584,VIP
CS4904,2015-03-03,24,1456,VIP
CS4905,2015-03-02,23,1575,VIP
CS4906,2015-01-10,22,1644,VIP
CS4907,2015-01-12,19,1344,Gold
CS4908,2014-10-19,24,1842,VIP
CS4909,2015-01-07,17,1290,Gold
CS4910,2014-10-30,18,1252,Gold
CS4911,2014-11-06,15,1069,Gold
CS4912,2015-03-06,19,1545,VIP
CS4913,2014-12-15,16,1047,Gold
CS4914,2014-11-03,21,1471,VIP
CS4915,2015-02-20,23,1541,VIP
CS4916,2015-01-18,21,1484,VIP
CS4917,2015-01-25,20,1392,Gold
CS4918,2014-10-28,22,1561,VIP
CS4919,2013-12-03,13,863,Silver
CS4920,2015-01-26,17,1173,Gold
CS4921,2015-03-10,12,908,Silver
CS4922,2015-02-28,16,1117,Gold
CS4923,2014-08-05,18,1064,Gold
CS4924,2014-11-25,23,1527,VIP
CS4925,2014-12-19,21,1316,Gold
CS4926,2015-01-31,16,1167,Gold
CS4927,2015-01-27,20,1401,VIP
CS4928,2015-02-07,18,1318,Gold
CS4929,2015-02-01,25,1624,VIP
CS4930,2015-02-08,20,1440,VIP
CS4931,2015-02-28,29,2246,VIP
CS4932,2014-10-10,26,1840,VIP
CS4933,2014-07-16,16,1040,Gold
CS4934,2014-10-08,24,1865,VIP
CS4935,2014-12-03,21,1575,VIP
CS4936,2015-02-03,25,1669,VIP
CS4937,2014-12-18,16,1152,Gold
CS4938,2015-03-15,15,1057,Gold
CS4939,2014-11-29,29,2088,VIP
CS4940,2015-02-06,15,1109,Gold
CS4941,2015-02-26,22,1434,VIP
CS4942,2014-10-05,19,1484,VIP
CS4943,2015-02-27,19,1338,Gold
CS4944,2015-02-18,27,2062,VIP
CS4945,2015-01-25,23,1603,VIP
CS4946,2015-02-08,21,1548,VIP
CS4947,2015-01-31,11,834,Silver
CS4948,2015-02-09,18,1287,Gold
CS4949,2015-02-28,21,1365,Gold
CS4950,2015-02-17,12,863,Silver
CS4951,2014-12-11,20,1488,VIP
CS4952,2014-11-25,25,1888,VIP
CS4953,2014-09-21,21,1381,Gold
CS4954,2015-03-15,20,1364,Gold
CS4955,2015-02-27,25,1799,VIP
CS4956,2015-02-19,18,1395,Gold
CS4957,2015-01-19,23,1634,VIP
CS4958,2015-01-31,14,812,Silver
CS4959,2014-07-19,23,1768,VIP
CS4960,2014-12-22,18,1216,Gold
CS4961,2015-02-24,21,1365,Gold
CS4962,2015-02-05,25,1774,VIP
CS4963,2015-01-28,19,1243,Gold
CS4964,2015-02-07,20,1237,Gold
CS4965,2015-02-12,27,1790,VIP
CS4966,2014-10-26,23,1504,VIP
CS4967,2015-02-04,25,1818,VIP
CS4968,2015-03-08,18,1278,Gold
CS4969,2015-02-20,18,1295,Gold
CS4970,2015-02-16,23,1712,VIP
CS4971,2015-02-21,19,1367,Gold
CS4972,2014-12-31,21,1433,VIP
CS4973,2014-12-30,23,1626,VIP
CS4974,2014-09-27,19,1273,Gold
CS4975,2014-11-20,11,777,Silver
CS4976,2015-02-15,19,1424,VIP
CS4977,2014-12-31,22,1566,VIP
CS4978,2014-02-27,10,675,Silver
CS4979,2015-01-09,17,1104,Gold
CS4980,2015-02-13,22,1564,VIP
CS4981,2015-02-18,25,1703,VIP
CS4982,2014-08-27,12,754,Silver
CS4983,2015-03-08,18,1406,VIP
CS4984,2014-12-31,18,1060,Gold
CS4985,2015-02-26,21,1468,VIP
CS4986,2015-03-10,16,1013,Gold
CS4987,2015-02-05,16,1098,Gold
CS4988,2014-12-21,20,1433,VIP
CS4989,2015-02-24,15,918,Silver
CS4990,2014-12-06,20,1406,VIP
CS4991,2015-03-02,15,1143,Gold
CS4992,2014-12-29,20,1350,Gold
CS4993,2015-02-20,26,1765,VIP
CS4994,2015-02-27,18,1216,Gold
CS4995,2014-11-18,20,1331,Gold
CS4996,2015-02-17,25,1635,VIP
CS4997,2014-06-29,15,1074,Gold
CS4998,2015-03-07,34,2358,VIP
CS4999,2014-12-11,11,788,Silver
CS5000,2015-02-11,19,1408,VIP
CS5001,2015-02-15,22,1593,VIP
CS5002,2015-01-04,11,815,Silver
CS5003,2014-12-30,16,1207,Gold
CS5004,2014-12-26,18,1302,Gold
CS5005,2015-02-19,17,1146,Gold
CS5006,2015-02-02,24,1651,VIP
CS5007,2015-02-10,24,1518,VIP
CS5008,2015-01-08,16,1159,Gold
CS5009,2015-01-02,16,1067,Gold
CS5010,2015-02-27,24,1698,VIP
CS5011,2014-12-27,20,1480,VIP
CS5012,2014-12-18,24,1602,VIP
CS5013,2014-11-01,18,1298,Gold
CS5014,2015-01-29,21,1342,Gold
CS5015,2014-10-02,22,1423,VIP
CS5016,2015-03-12,25,1701,VIP
CS5017,2015-03-01,18,1255,Gold
CS5018,2014-12-31,25,1628,VIP
CS5019,2014-12-13,20,1338,Gold
CS5020,2014-05-22,9,572,Silver
CS5021,2014-10-14,20,1341,Gold
CS5022,2014-10-20,15,1209,Gold
CS5023,2015-02-03,22,1713,VIP
CS5024,2014-08-31,18,1214,Gold
CS5025,2014-12-27,28,1973,VIP
CS5026,2014-09-20,30,2098,VIP
CS5027,2015-03-14,22,1586,VIP
CS5028,2015-02-25,29,2098,VIP
CS5029,2014-12-23,16,1162,Gold
CS5030,2014-11-08,16,1028,Gold
CS5031,2015-01-15,24,1585,VIP
CS5032,2015-02-17,23,1763,VIP
CS5033,2014-12-14,22,1687,VIP
CS5034,2015-01-04,17,1130,Gold
CS5035,2015-01-12,14,1037,Gold
CS5036,2014-10-04,20,1292,Gold
CS5037,2015-03-12,15,1149,Gold
CS5038,2015-01-02,22,1470,VIP
CS5039,2015-02-07,25,1673,VIP
CS5040,2015-03-15,24,1731,VIP
CS5041,2015-03-06,25,1763,VIP
CS5042,2015-03-16,21,1646,VIP
CS5043,2015-01-20,17,1109,Gold
CS5044,2014-10-29,21,1477,VIP
CS5045,2014-05-20,12,1019,Gold
CS5046,2015-02-06,24,1712,VIP
CS5047,2015-03-05,19,1381,Gold
CS5048,2015-03-14,22,1464,VIP
CS5049,2015-03-15,28,1979,VIP
CS5050,2015-03-07,19,1515,VIP
CS5051,2015-02-15,19,1232,Gold
CS5052,2015-01-07,24,1486,VIP
CS5053,2014-11-10,18,1501,VIP
CS5054,2014-10-02,16,1279,Gold
CS5055,2015-01-07,23,1644,VIP
CS5056,2014-11-14,17,1337,Gold
CS5057,2014-12-02,26,2008,VIP
CS5058,2015-03-03,18,1146,Gold
CS5059,2015-02-10,20,1486,VIP
CS5060,2014-12-05,15,1082,Gold
CS5061,2015-02-19,22,1412,VIP
CS5062,2014-09-24,20,1443,VIP
CS5063,2015-02-22,27,1901,VIP
CS5064,2014-12-30,15,1200,Gold
CS5065,2015-03-06,24,1463,VIP
CS5066,2015-02-13,26,1696,VIP
CS5067,2015-03-02,27,1857,VIP
CS5068,2015-02-21,22,1500,VIP
CS5069,2014-12-01,23,1666,VIP
CS5070,2014-11-26,21,1477,VIP
CS5071,2015-02-12,16,1180,Gold
CS5072,2014-11-10,16,1085,Gold
CS5073,2014-10-15,18,1362,Gold
CS5074,2014-12-20,15,1010,Gold
CS5075,2015-02-24,18,1180,Gold
CS5076,2015-01-31,21,1371,Gold
CS5077,2015-03-07,21,1444,VIP
CS5078,2014-11-25,19,1351,Gold
CS5079,2015-01-20,23,1469,VIP
CS5080,2014-06-05,18,1209,Gold
CS5081,2015-03-02,22,1645,VIP
CS5082,2015-02-25,29,2072,VIP
CS5083,2015-01-10,26,1974,VIP
CS5084,2015-02-11,20,1465,VIP
CS5085,2014-08-18,18,1313,Gold
CS5086,2014-12-16,21,1287,Gold
CS5087,2015-01-28,15,874,Silver
CS5088,2015-02-15,22,1556,VIP
CS5089,2015-01-18,12,874,Silver
CS5090,2015-03-10,21,1552,VIP
CS5091,2014-08-23,13,976,Silver
CS5092,2015-02-23,18,1200,Gold
CS5093,2015-01-10,27,1838,VIP
CS5094,2015-03-07,18,1289,Gold
CS5095,2015-02-21,20,1423,VIP
CS5096,2014-09-16,18,1348,Gold
CS5097,2015-01-18,26,1757,VIP
CS5098,2014-12-30,17,1147,Gold
CS5099,2015-03-04,16,1151,Gold
CS5100,2015-01-20,23,1595,VIP
CS5101,2014-11-08,17,1033,Gold
CS5102,2015-01-17,15,982,Silver
CS5103,2015-02-22,16,1011,Gold
CS5104,2014-08-18,16,1102,Gold
CS5105,2014-11-02,17,1248,Gold
CS5106,2014-11-09,20,1492,VIP
CS5107,2015-02-21,28,1994,VIP
CS5108,2015-03-08,14,968,Silver
CS5109,2015-02-04,35,2506,VIP
CS5110,2015-03-06,11,807,Silver
CS5111,2015-01-08,28,1948,VIP
CS5112,2015-03-08,14,1003,Gold
CS5113,2015-03-05,19,1314,Gold
CS5114,2014-11-15,20,1610,VIP
CS5115,2015-01-20,22,1298,Gold
CS5116,2015-01-19,20,1408,VIP
CS5117,2015-02-04,19,1332,Gold
CS5118,2015-02-09,26,1764,VIP
CS5119,2014-08-22,17,1319,Gold
CS5120,2015-02-22,16,1196,Gold
CS5121,2015-02-14,16,1175,Gold
CS5122,2015-01-22,23,1513,VIP
CS5123,2014-02-10,15,1047,Gold
